"pid","did","lptime","pborough","cnt"
143,142,9,"""Manhattan""",57
143,142,10,"""Manhattan""",63
143,142,11,"""Manhattan""",65
143,142,12,"""Manhattan""",66
143,142,13,"""Manhattan""",73
143,142,14,"""Manhattan""",84
143,142,15,"""Manhattan""",104
143,142,16,"""Manhattan""",72
143,142,17,"""Manhattan""",68
143,142,18,"""Manhattan""",59
143,142,19,"""Manhattan""",38
143,142,20,"""Manhattan""",22
143,142,21,"""Manhattan""",11
143,143,7,"""Manhattan""",22
143,143,8,"""Manhattan""",52
143,143,9,"""Manhattan""",52
143,143,10,"""Manhattan""",47
143,143,11,"""Manhattan""",58
143,143,12,"""Manhattan""",57
143,143,13,"""Manhattan""",61
143,143,14,"""Manhattan""",73
143,143,15,"""Manhattan""",85
143,143,16,"""Manhattan""",74
143,143,17,"""Manhattan""",56
143,143,18,"""Manhattan""",47
143,143,19,"""Manhattan""",39
143,143,20,"""Manhattan""",31
143,143,21,"""Manhattan""",15
143,151,8,"""Manhattan""",21
143,151,9,"""Manhattan""",16
143,151,10,"""Manhattan""",18
143,151,11,"""Manhattan""",25
143,151,12,"""Manhattan""",19
143,151,13,"""Manhattan""",34
143,151,14,"""Manhattan""",39
143,151,15,"""Manhattan""",36
143,151,16,"""Manhattan""",62
143,151,17,"""Manhattan""",56
143,151,18,"""Manhattan""",40
143,151,19,"""Manhattan""",18
143,151,20,"""Manhattan""",22
143,161,7,"""Manhattan""",37
143,161,8,"""Manhattan""",46
143,161,9,"""Manhattan""",59
143,161,10,"""Manhattan""",52
143,161,11,"""Manhattan""",33
143,161,12,"""Manhattan""",31
143,161,13,"""Manhattan""",29
143,161,14,"""Manhattan""",27
143,161,15,"""Manhattan""",27
143,161,16,"""Manhattan""",21
143,161,17,"""Manhattan""",22
143,162,7,"""Manhattan""",14
143,162,8,"""Manhattan""",29
143,162,9,"""Manhattan""",33
143,162,10,"""Manhattan""",18
143,162,11,"""Manhattan""",15
143,162,12,"""Manhattan""",32
143,162,13,"""Manhattan""",24
143,162,14,"""Manhattan""",19
143,162,15,"""Manhattan""",19
143,162,16,"""Manhattan""",15
143,163,7,"""Manhattan""",15
143,163,8,"""Manhattan""",57
143,163,9,"""Manhattan""",83
143,163,10,"""Manhattan""",60
143,163,11,"""Manhattan""",61
143,163,12,"""Manhattan""",52
143,163,13,"""Manhattan""",61
143,163,14,"""Manhattan""",55
143,163,15,"""Manhattan""",50
143,163,16,"""Manhattan""",27
143,163,17,"""Manhattan""",23
143,163,18,"""Manhattan""",39
143,163,19,"""Manhattan""",27
143,164,8,"""Manhattan""",14
143,164,11,"""Manhattan""",19
143,164,14,"""Manhattan""",12
143,164,16,"""Manhattan""",11
143,164,17,"""Manhattan""",12
143,164,18,"""Manhattan""",16
143,166,8,"""Manhattan""",12
143,166,10,"""Manhattan""",11
143,166,11,"""Manhattan""",21
143,166,12,"""Manhattan""",19
143,166,13,"""Manhattan""",12
143,166,14,"""Manhattan""",18
143,166,15,"""Manhattan""",24
143,166,16,"""Manhattan""",17
143,166,17,"""Manhattan""",15
143,166,19,"""Manhattan""",17
143,170,7,"""Manhattan""",14
143,170,9,"""Manhattan""",25
143,170,10,"""Manhattan""",17
143,170,11,"""Manhattan""",16
143,170,12,"""Manhattan""",14
143,170,13,"""Manhattan""",18
143,170,14,"""Manhattan""",16
143,170,15,"""Manhattan""",16
143,186,10,"""Manhattan""",12
143,229,9,"""Manhattan""",14
143,229,11,"""Manhattan""",13
143,229,12,"""Manhattan""",12
143,229,14,"""Manhattan""",23
143,229,15,"""Manhattan""",22
143,229,16,"""Manhattan""",17
143,229,17,"""Manhattan""",12
143,229,18,"""Manhattan""",13
143,230,7,"""Manhattan""",24
143,230,8,"""Manhattan""",22
143,230,9,"""Manhattan""",35
143,230,10,"""Manhattan""",18
143,230,11,"""Manhattan""",19
143,230,12,"""Manhattan""",27
143,230,13,"""Manhattan""",31
143,230,14,"""Manhattan""",16
143,230,15,"""Manhattan""",25
143,230,16,"""Manhattan""",18
143,230,17,"""Manhattan""",15
143,230,18,"""Manhattan""",28
143,230,19,"""Manhattan""",18
143,234,8,"""Manhattan""",14
143,234,9,"""Manhattan""",20
143,234,10,"""Manhattan""",16
143,234,11,"""Manhattan""",11
143,234,12,"""Manhattan""",11
143,234,16,"""Manhattan""",13
143,236,6,"""Manhattan""",17
143,236,7,"""Manhattan""",39
143,236,8,"""Manhattan""",45
143,236,9,"""Manhattan""",49
143,236,10,"""Manhattan""",42
143,236,11,"""Manhattan""",48
143,236,12,"""Manhattan""",49
143,236,13,"""Manhattan""",58
143,236,14,"""Manhattan""",66
143,236,15,"""Manhattan""",82
143,236,16,"""Manhattan""",64
143,236,17,"""Manhattan""",51
143,236,18,"""Manhattan""",34
143,236,19,"""Manhattan""",12
143,236,20,"""Manhattan""",11
143,237,7,"""Manhattan""",26
143,237,8,"""Manhattan""",54
143,237,9,"""Manhattan""",59
143,237,10,"""Manhattan""",55
143,237,11,"""Manhattan""",61
143,237,12,"""Manhattan""",49
143,237,13,"""Manhattan""",60
143,237,14,"""Manhattan""",47
143,237,15,"""Manhattan""",32
143,237,16,"""Manhattan""",49
143,237,17,"""Manhattan""",28
143,237,18,"""Manhattan""",22
143,237,20,"""Manhattan""",14
143,238,0,"""Manhattan""",13
143,238,7,"""Manhattan""",32
143,238,8,"""Manhattan""",52
143,238,9,"""Manhattan""",59
143,238,10,"""Manhattan""",65
143,238,11,"""Manhattan""",75
143,238,12,"""Manhattan""",68
143,238,13,"""Manhattan""",88
143,238,14,"""Manhattan""",121
143,238,15,"""Manhattan""",147
143,238,16,"""Manhattan""",121
143,238,17,"""Manhattan""",103
143,238,18,"""Manhattan""",87
143,238,19,"""Manhattan""",48
143,238,20,"""Manhattan""",35
143,238,21,"""Manhattan""",28
143,238,22,"""Manhattan""",31
143,238,23,"""Manhattan""",17
143,239,7,"""Manhattan""",27
143,239,8,"""Manhattan""",81
143,239,9,"""Manhattan""",94
143,239,10,"""Manhattan""",106
143,239,11,"""Manhattan""",101
143,239,12,"""Manhattan""",121
143,239,13,"""Manhattan""",127
143,239,14,"""Manhattan""",137
143,239,15,"""Manhattan""",171
143,239,16,"""Manhattan""",148
143,239,17,"""Manhattan""",135
143,239,18,"""Manhattan""",94
143,239,19,"""Manhattan""",68
143,239,20,"""Manhattan""",37
143,239,21,"""Manhattan""",39
143,239,22,"""Manhattan""",14
143,244,6,"""Manhattan""",11
143,246,7,"""Manhattan""",13
143,246,8,"""Manhattan""",38
143,246,9,"""Manhattan""",26
143,246,10,"""Manhattan""",26
143,246,11,"""Manhattan""",15
143,246,12,"""Manhattan""",25
143,246,13,"""Manhattan""",29
143,246,14,"""Manhattan""",33
143,246,15,"""Manhattan""",43
143,246,16,"""Manhattan""",17
143,246,17,"""Manhattan""",20
143,246,18,"""Manhattan""",16
143,246,19,"""Manhattan""",12
143,249,18,"""Manhattan""",11
143,262,13,"""Manhattan""",13
143,262,14,"""Manhattan""",17
143,262,15,"""Manhattan""",15
143,262,16,"""Manhattan""",16
143,262,17,"""Manhattan""",14
143,262,18,"""Manhattan""",13
143,263,8,"""Manhattan""",12
143,263,10,"""Manhattan""",16
143,263,13,"""Manhattan""",18
143,263,14,"""Manhattan""",15
143,263,15,"""Manhattan""",20
143,263,16,"""Manhattan""",18
143,263,17,"""Manhattan""",11
143,263,18,"""Manhattan""",20
143,263,19,"""Manhattan""",23
144,4,18,"""Manhattan""",15
144,13,17,"""Manhattan""",12
144,48,16,"""Manhattan""",11
144,48,17,"""Manhattan""",18
144,48,18,"""Manhattan""",17
144,48,19,"""Manhattan""",15
144,48,20,"""Manhattan""",22
144,48,21,"""Manhattan""",12
144,48,22,"""Manhattan""",12
144,48,23,"""Manhattan""",11
144,68,12,"""Manhattan""",17
144,68,13,"""Manhattan""",21
144,68,14,"""Manhattan""",14
144,68,15,"""Manhattan""",20
144,68,16,"""Manhattan""",16
144,68,17,"""Manhattan""",13
144,68,18,"""Manhattan""",21
144,68,19,"""Manhattan""",22
144,79,0,"""Manhattan""",26
144,79,1,"""Manhattan""",30
144,79,2,"""Manhattan""",18
144,79,9,"""Manhattan""",13
144,79,12,"""Manhattan""",25
144,79,13,"""Manhattan""",17
144,79,14,"""Manhattan""",28
144,79,15,"""Manhattan""",30
144,79,16,"""Manhattan""",30
144,79,17,"""Manhattan""",37
144,79,18,"""Manhattan""",42
144,79,19,"""Manhattan""",34
144,79,20,"""Manhattan""",39
144,79,21,"""Manhattan""",41
144,79,22,"""Manhattan""",38
144,79,23,"""Manhattan""",27
144,87,1,"""Manhattan""",12
144,87,13,"""Manhattan""",12
144,87,15,"""Manhattan""",15
144,87,16,"""Manhattan""",14
144,87,17,"""Manhattan""",11
144,87,18,"""Manhattan""",16
144,87,19,"""Manhattan""",27
144,87,20,"""Manhattan""",19
144,87,21,"""Manhattan""",19
144,87,22,"""Manhattan""",11
144,87,23,"""Manhattan""",15
144,90,0,"""Manhattan""",11
144,90,1,"""Manhattan""",12
144,90,12,"""Manhattan""",12
144,90,13,"""Manhattan""",11
144,90,14,"""Manhattan""",15
144,90,16,"""Manhattan""",15
144,90,18,"""Manhattan""",19
144,90,20,"""Manhattan""",11
144,90,23,"""Manhattan""",15
144,100,12,"""Manhattan""",12
144,100,16,"""Manhattan""",12
144,107,0,"""Manhattan""",21
144,107,11,"""Manhattan""",13
144,107,13,"""Manhattan""",14
144,107,14,"""Manhattan""",25
144,107,15,"""Manhattan""",11
144,107,16,"""Manhattan""",27
144,107,17,"""Manhattan""",21
144,107,18,"""Manhattan""",26
144,107,19,"""Manhattan""",21
144,107,20,"""Manhattan""",26
144,107,21,"""Manhattan""",13
144,107,22,"""Manhattan""",13
144,107,23,"""Manhattan""",14
144,113,12,"""Manhattan""",17
144,113,13,"""Manhattan""",12
144,113,14,"""Manhattan""",16
144,113,15,"""Manhattan""",18
144,113,16,"""Manhattan""",13
144,113,17,"""Manhattan""",24
144,113,18,"""Manhattan""",14
144,113,19,"""Manhattan""",14
144,113,20,"""Manhattan""",15
144,114,0,"""Manhattan""",11
144,114,1,"""Manhattan""",13
144,114,15,"""Manhattan""",11
144,114,18,"""Manhattan""",13
144,114,19,"""Manhattan""",14
144,114,20,"""Manhattan""",12
144,137,16,"""Manhattan""",11
144,137,20,"""Manhattan""",11
144,141,19,"""Manhattan""",13
144,144,16,"""Manhattan""",12
144,144,18,"""Manhattan""",11
144,144,19,"""Manhattan""",17
144,144,20,"""Manhattan""",11
144,148,0,"""Manhattan""",12
144,148,12,"""Manhattan""",11
144,148,14,"""Manhattan""",13
144,148,16,"""Manhattan""",13
144,148,17,"""Manhattan""",12
144,148,18,"""Manhattan""",21
144,148,19,"""Manhattan""",22
144,148,20,"""Manhattan""",19
144,148,21,"""Manhattan""",11
144,148,22,"""Manhattan""",12
144,148,23,"""Manhattan""",20
144,158,13,"""Manhattan""",16
144,158,15,"""Manhattan""",15
144,158,17,"""Manhattan""",11
144,158,18,"""Manhattan""",11
144,158,19,"""Manhattan""",11
144,158,21,"""Manhattan""",16
144,161,10,"""Manhattan""",14
144,161,13,"""Manhattan""",28
144,161,14,"""Manhattan""",16
144,161,15,"""Manhattan""",22
144,161,16,"""Manhattan""",26
144,161,17,"""Manhattan""",13
144,161,18,"""Manhattan""",15
144,162,16,"""Manhattan""",11
144,162,18,"""Manhattan""",11
144,163,14,"""Manhattan""",11
144,163,16,"""Manhattan""",19
144,163,17,"""Manhattan""",17
144,164,15,"""Manhattan""",11
144,164,16,"""Manhattan""",22
144,164,17,"""Manhattan""",16
144,164,18,"""Manhattan""",18
144,164,19,"""Manhattan""",17
144,164,20,"""Manhattan""",17
144,170,0,"""Manhattan""",11
144,170,12,"""Manhattan""",16
144,170,13,"""Manhattan""",20
144,170,14,"""Manhattan""",16
144,170,15,"""Manhattan""",25
144,170,16,"""Manhattan""",35
144,170,17,"""Manhattan""",23
144,170,18,"""Manhattan""",22
144,170,19,"""Manhattan""",27
144,170,20,"""Manhattan""",26
144,170,21,"""Manhattan""",13
144,170,22,"""Manhattan""",17
144,170,23,"""Manhattan""",11
144,186,14,"""Manhattan""",11
144,186,15,"""Manhattan""",13
144,186,16,"""Manhattan""",17
144,186,17,"""Manhattan""",23
144,186,18,"""Manhattan""",13
144,186,19,"""Manhattan""",17
144,211,0,"""Manhattan""",13
144,211,1,"""Manhattan""",14
144,229,15,"""Manhattan""",13
144,229,17,"""Manhattan""",15
144,229,18,"""Manhattan""",13
144,229,19,"""Manhattan""",11
144,229,20,"""Manhattan""",11
144,230,13,"""Manhattan""",20
144,230,14,"""Manhattan""",13
144,230,15,"""Manhattan""",25
144,230,16,"""Manhattan""",39
144,230,17,"""Manhattan""",25
144,230,18,"""Manhattan""",44
144,230,19,"""Manhattan""",20
144,230,20,"""Manhattan""",18
144,230,21,"""Manhattan""",17
144,230,22,"""Manhattan""",13
144,231,0,"""Manhattan""",17
144,231,1,"""Manhattan""",11
144,231,2,"""Manhattan""",16
144,231,12,"""Manhattan""",18
144,231,13,"""Manhattan""",15
144,231,14,"""Manhattan""",12
144,231,15,"""Manhattan""",26
144,231,16,"""Manhattan""",21
144,231,17,"""Manhattan""",20
144,231,18,"""Manhattan""",25
144,231,19,"""Manhattan""",23
144,231,20,"""Manhattan""",20
144,231,21,"""Manhattan""",17
144,231,22,"""Manhattan""",14
144,231,23,"""Manhattan""",17
144,232,13,"""Manhattan""",12
144,232,14,"""Manhattan""",11
144,232,17,"""Manhattan""",11
144,232,18,"""Manhattan""",15
144,233,18,"""Manhattan""",14
144,234,10,"""Manhattan""",18
144,234,11,"""Manhattan""",13
144,234,12,"""Manhattan""",27
144,234,13,"""Manhattan""",19
144,234,14,"""Manhattan""",14
144,234,15,"""Manhattan""",29
144,234,16,"""Manhattan""",24
144,234,17,"""Manhattan""",16
144,234,18,"""Manhattan""",22
144,234,19,"""Manhattan""",23
144,234,20,"""Manhattan""",15
144,234,21,"""Manhattan""",13
144,234,22,"""Manhattan""",11
144,234,23,"""Manhattan""",12
144,236,14,"""Manhattan""",13
144,236,15,"""Manhattan""",11
144,237,14,"""Manhattan""",21
144,237,15,"""Manhattan""",13
144,237,16,"""Manhattan""",15
144,237,18,"""Manhattan""",12
144,237,19,"""Manhattan""",13
144,237,21,"""Manhattan""",15
144,239,19,"""Manhattan""",11
144,246,8,"""Manhattan""",19
144,246,15,"""Manhattan""",19
144,246,16,"""Manhattan""",15
144,246,20,"""Manhattan""",15
144,249,0,"""Manhattan""",18
144,249,1,"""Manhattan""",11
144,249,11,"""Manhattan""",13
144,249,14,"""Manhattan""",21
144,249,15,"""Manhattan""",14
144,249,16,"""Manhattan""",29
144,249,17,"""Manhattan""",25
144,249,18,"""Manhattan""",33
144,249,19,"""Manhattan""",28
144,249,20,"""Manhattan""",25
144,249,21,"""Manhattan""",25
144,249,22,"""Manhattan""",12
144,249,23,"""Manhattan""",16
144,261,15,"""Manhattan""",11
144,261,17,"""Manhattan""",13
144,261,19,"""Manhattan""",11
145,145,7,"""Queens""",27
145,145,8,"""Queens""",55
145,145,9,"""Queens""",28
145,145,10,"""Queens""",58
145,145,11,"""Queens""",80
145,145,12,"""Queens""",82
145,145,13,"""Queens""",67
145,145,14,"""Queens""",53
145,145,15,"""Queens""",67
145,145,16,"""Queens""",42
145,145,17,"""Queens""",36
145,145,18,"""Queens""",26
145,145,19,"""Queens""",17
148,4,0,"""Manhattan""",14
148,4,1,"""Manhattan""",19
148,4,2,"""Manhattan""",11
148,4,14,"""Manhattan""",13
148,4,15,"""Manhattan""",11
148,4,17,"""Manhattan""",13
148,4,18,"""Manhattan""",15
148,4,19,"""Manhattan""",17
148,4,20,"""Manhattan""",19
148,4,21,"""Manhattan""",12
148,4,22,"""Manhattan""",12
148,4,23,"""Manhattan""",19
148,48,0,"""Manhattan""",17
148,48,1,"""Manhattan""",21
148,48,2,"""Manhattan""",23
148,48,3,"""Manhattan""",15
148,48,22,"""Manhattan""",11
148,48,23,"""Manhattan""",11
148,50,2,"""Manhattan""",17
148,61,1,"""Manhattan""",13
148,68,0,"""Manhattan""",24
148,68,1,"""Manhattan""",13
148,68,2,"""Manhattan""",24
148,68,3,"""Manhattan""",18
148,68,19,"""Manhattan""",13
148,68,21,"""Manhattan""",11
148,68,23,"""Manhattan""",15
148,79,0,"""Manhattan""",97
148,79,1,"""Manhattan""",69
148,79,2,"""Manhattan""",71
148,79,3,"""Manhattan""",43
148,79,4,"""Manhattan""",14
148,79,10,"""Manhattan""",15
148,79,11,"""Manhattan""",14
148,79,12,"""Manhattan""",16
148,79,13,"""Manhattan""",16
148,79,14,"""Manhattan""",19
148,79,15,"""Manhattan""",25
148,79,16,"""Manhattan""",18
148,79,17,"""Manhattan""",28
148,79,18,"""Manhattan""",30
148,79,19,"""Manhattan""",42
148,79,20,"""Manhattan""",44
148,79,21,"""Manhattan""",39
148,79,22,"""Manhattan""",67
148,79,23,"""Manhattan""",65
148,87,0,"""Manhattan""",23
148,87,1,"""Manhattan""",22
148,87,2,"""Manhattan""",31
148,87,3,"""Manhattan""",18
148,87,18,"""Manhattan""",11
148,87,22,"""Manhattan""",19
148,87,23,"""Manhattan""",16
148,90,0,"""Manhattan""",17
148,90,1,"""Manhattan""",25
148,90,2,"""Manhattan""",20
148,90,3,"""Manhattan""",12
148,90,21,"""Manhattan""",12
148,90,22,"""Manhattan""",15
148,90,23,"""Manhattan""",12
148,107,0,"""Manhattan""",47
148,107,1,"""Manhattan""",34
148,107,2,"""Manhattan""",28
148,107,3,"""Manhattan""",18
148,107,10,"""Manhattan""",13
148,107,11,"""Manhattan""",11
148,107,12,"""Manhattan""",12
148,107,13,"""Manhattan""",13
148,107,16,"""Manhattan""",21
148,107,17,"""Manhattan""",20
148,107,18,"""Manhattan""",14
148,107,19,"""Manhattan""",17
148,107,21,"""Manhattan""",18
148,107,22,"""Manhattan""",24
148,107,23,"""Manhattan""",29
148,112,2,"""Manhattan""",11
148,113,1,"""Manhattan""",16
148,113,2,"""Manhattan""",11
148,113,23,"""Manhattan""",11
148,114,0,"""Manhattan""",29
148,114,1,"""Manhattan""",25
148,114,2,"""Manhattan""",19
148,114,3,"""Manhattan""",11
148,114,16,"""Manhattan""",11
148,114,21,"""Manhattan""",16
148,114,23,"""Manhattan""",11
148,137,0,"""Manhattan""",39
148,137,1,"""Manhattan""",44
148,137,2,"""Manhattan""",34
148,137,14,"""Manhattan""",15
148,137,15,"""Manhattan""",16
148,137,16,"""Manhattan""",11
148,137,17,"""Manhattan""",11
148,137,21,"""Manhattan""",14
148,137,22,"""Manhattan""",21
148,137,23,"""Manhattan""",25
148,140,0,"""Manhattan""",16
148,141,0,"""Manhattan""",24
148,141,1,"""Manhattan""",29
148,141,2,"""Manhattan""",14
148,141,3,"""Manhattan""",11
148,141,21,"""Manhattan""",11
148,141,22,"""Manhattan""",11
148,141,23,"""Manhattan""",11
148,144,0,"""Manhattan""",21
148,144,1,"""Manhattan""",21
148,144,2,"""Manhattan""",11
148,144,3,"""Manhattan""",11
148,144,20,"""Manhattan""",11
148,144,22,"""Manhattan""",11
148,144,23,"""Manhattan""",13
148,148,0,"""Manhattan""",35
148,148,1,"""Manhattan""",20
148,148,2,"""Manhattan""",17
148,148,3,"""Manhattan""",18
148,148,17,"""Manhattan""",15
148,148,18,"""Manhattan""",13
148,148,19,"""Manhattan""",13
148,148,20,"""Manhattan""",18
148,148,21,"""Manhattan""",16
148,148,22,"""Manhattan""",23
148,148,23,"""Manhattan""",20
148,158,0,"""Manhattan""",14
148,158,1,"""Manhattan""",18
148,158,2,"""Manhattan""",11
148,158,23,"""Manhattan""",11
148,162,0,"""Manhattan""",13
148,162,1,"""Manhattan""",16
148,164,1,"""Manhattan""",13
148,164,2,"""Manhattan""",18
148,164,22,"""Manhattan""",13
148,164,23,"""Manhattan""",13
148,170,0,"""Manhattan""",41
148,170,1,"""Manhattan""",66
148,170,2,"""Manhattan""",36
148,170,3,"""Manhattan""",15
148,170,19,"""Manhattan""",16
148,170,20,"""Manhattan""",13
148,170,21,"""Manhattan""",14
148,170,22,"""Manhattan""",24
148,170,23,"""Manhattan""",31
148,186,0,"""Manhattan""",11
148,186,1,"""Manhattan""",17
148,186,2,"""Manhattan""",12
148,209,0,"""Manhattan""",13
148,211,0,"""Manhattan""",17
148,211,1,"""Manhattan""",15
148,211,2,"""Manhattan""",11
148,211,22,"""Manhattan""",11
148,224,0,"""Manhattan""",14
148,229,0,"""Manhattan""",18
148,229,1,"""Manhattan""",21
148,229,2,"""Manhattan""",15
148,230,16,"""Manhattan""",11
148,230,17,"""Manhattan""",12
148,230,18,"""Manhattan""",12
148,230,19,"""Manhattan""",12
148,231,0,"""Manhattan""",30
148,231,1,"""Manhattan""",26
148,231,2,"""Manhattan""",25
148,231,17,"""Manhattan""",18
148,231,21,"""Manhattan""",14
148,232,16,"""Manhattan""",14
148,232,19,"""Manhattan""",11
148,232,20,"""Manhattan""",13
148,233,0,"""Manhattan""",33
148,233,1,"""Manhattan""",26
148,233,2,"""Manhattan""",26
148,233,3,"""Manhattan""",14
148,233,22,"""Manhattan""",12
148,233,23,"""Manhattan""",16
148,234,1,"""Manhattan""",28
148,234,2,"""Manhattan""",21
148,234,13,"""Manhattan""",13
148,234,14,"""Manhattan""",11
148,234,16,"""Manhattan""",14
148,234,18,"""Manhattan""",11
148,234,22,"""Manhattan""",11
148,234,23,"""Manhattan""",15
148,236,1,"""Manhattan""",11
148,238,22,"""Manhattan""",13
148,239,0,"""Manhattan""",16
148,246,1,"""Manhattan""",16
148,249,0,"""Manhattan""",27
148,249,1,"""Manhattan""",36
148,249,2,"""Manhattan""",35
148,249,3,"""Manhattan""",15
148,249,17,"""Manhattan""",11
148,249,18,"""Manhattan""",17
148,249,19,"""Manhattan""",25
148,249,20,"""Manhattan""",16
148,249,21,"""Manhattan""",14
148,249,22,"""Manhattan""",14
148,249,23,"""Manhattan""",15
148,255,0,"""Manhattan""",12
148,255,1,"""Manhattan""",12
148,256,0,"""Manhattan""",14
148,256,1,"""Manhattan""",18
148,256,2,"""Manhattan""",13
148,256,21,"""Manhattan""",13
148,256,22,"""Manhattan""",13
148,261,2,"""Manhattan""",11
148,261,23,"""Manhattan""",16
148,262,1,"""Manhattan""",12
148,262,2,"""Manhattan""",14
148,263,0,"""Manhattan""",17
148,263,1,"""Manhattan""",13
148,263,2,"""Manhattan""",18
148,263,23,"""Manhattan""",13
151,24,7,"""Manhattan""",15
151,24,8,"""Manhattan""",23
151,24,9,"""Manhattan""",14
151,24,11,"""Manhattan""",17
151,24,12,"""Manhattan""",18
151,24,13,"""Manhattan""",18
151,24,14,"""Manhattan""",26
151,24,15,"""Manhattan""",45
151,24,16,"""Manhattan""",35
151,24,17,"""Manhattan""",37
151,24,18,"""Manhattan""",17
151,41,8,"""Manhattan""",14
151,41,9,"""Manhattan""",17
151,41,10,"""Manhattan""",25
151,41,11,"""Manhattan""",20
151,41,12,"""Manhattan""",32
151,41,13,"""Manhattan""",39
151,41,14,"""Manhattan""",40
151,41,15,"""Manhattan""",46
151,41,16,"""Manhattan""",37
151,41,17,"""Manhattan""",47
151,41,18,"""Manhattan""",40
151,41,19,"""Manhattan""",40
151,41,20,"""Manhattan""",25
151,41,21,"""Manhattan""",13
151,42,10,"""Manhattan""",17
151,42,13,"""Manhattan""",13
151,42,14,"""Manhattan""",13
151,42,15,"""Manhattan""",19
151,42,16,"""Manhattan""",23
151,42,17,"""Manhattan""",22
151,42,18,"""Manhattan""",11
151,42,19,"""Manhattan""",12
151,43,7,"""Manhattan""",22
151,43,8,"""Manhattan""",19
151,43,9,"""Manhattan""",23
151,43,10,"""Manhattan""",23
151,43,11,"""Manhattan""",27
151,43,12,"""Manhattan""",23
151,43,13,"""Manhattan""",21
151,43,14,"""Manhattan""",25
151,43,15,"""Manhattan""",16
151,43,16,"""Manhattan""",13
151,43,17,"""Manhattan""",11
151,43,18,"""Manhattan""",14
151,48,7,"""Manhattan""",12
151,48,9,"""Manhattan""",19
151,48,11,"""Manhattan""",15
151,48,12,"""Manhattan""",15
151,48,13,"""Manhattan""",16
151,48,14,"""Manhattan""",11
151,48,15,"""Manhattan""",15
151,48,16,"""Manhattan""",15
151,48,17,"""Manhattan""",15
151,48,18,"""Manhattan""",18
151,74,7,"""Manhattan""",20
151,74,9,"""Manhattan""",30
151,74,10,"""Manhattan""",23
151,74,12,"""Manhattan""",14
151,74,13,"""Manhattan""",18
151,74,14,"""Manhattan""",17
151,74,15,"""Manhattan""",27
151,74,16,"""Manhattan""",19
151,74,17,"""Manhattan""",19
151,74,18,"""Manhattan""",11
151,75,6,"""Manhattan""",13
151,75,7,"""Manhattan""",26
151,75,8,"""Manhattan""",37
151,75,9,"""Manhattan""",27
151,75,10,"""Manhattan""",28
151,75,11,"""Manhattan""",26
151,75,12,"""Manhattan""",32
151,75,13,"""Manhattan""",37
151,75,14,"""Manhattan""",29
151,75,15,"""Manhattan""",31
151,75,16,"""Manhattan""",27
151,75,17,"""Manhattan""",22
151,75,18,"""Manhattan""",30
151,75,19,"""Manhattan""",17
151,75,20,"""Manhattan""",11
151,79,20,"""Manhattan""",11
151,116,14,"""Manhattan""",13
151,116,15,"""Manhattan""",14
151,116,16,"""Manhattan""",20
151,116,17,"""Manhattan""",13
151,116,18,"""Manhattan""",16
151,116,19,"""Manhattan""",12
151,140,7,"""Manhattan""",19
151,140,9,"""Manhattan""",21
151,140,12,"""Manhattan""",16
151,140,13,"""Manhattan""",22
151,140,14,"""Manhattan""",18
151,140,18,"""Manhattan""",13
151,141,8,"""Manhattan""",13
151,141,13,"""Manhattan""",20
151,141,14,"""Manhattan""",11
151,141,18,"""Manhattan""",16
151,141,19,"""Manhattan""",11
151,142,6,"""Manhattan""",11
151,142,7,"""Manhattan""",33
151,142,8,"""Manhattan""",36
151,142,9,"""Manhattan""",41
151,142,10,"""Manhattan""",47
151,142,11,"""Manhattan""",48
151,142,12,"""Manhattan""",47
151,142,13,"""Manhattan""",40
151,142,14,"""Manhattan""",55
151,142,15,"""Manhattan""",55
151,142,16,"""Manhattan""",41
151,142,17,"""Manhattan""",51
151,142,18,"""Manhattan""",51
151,142,19,"""Manhattan""",30
151,143,7,"""Manhattan""",19
151,143,8,"""Manhattan""",30
151,143,9,"""Manhattan""",23
151,143,10,"""Manhattan""",27
151,143,11,"""Manhattan""",26
151,143,12,"""Manhattan""",23
151,143,13,"""Manhattan""",26
151,143,14,"""Manhattan""",30
151,143,15,"""Manhattan""",26
151,143,16,"""Manhattan""",27
151,143,17,"""Manhattan""",26
151,143,18,"""Manhattan""",21
151,143,20,"""Manhattan""",15
151,143,21,"""Manhattan""",12
151,151,7,"""Manhattan""",14
151,151,8,"""Manhattan""",20
151,151,9,"""Manhattan""",35
151,151,10,"""Manhattan""",47
151,151,11,"""Manhattan""",47
151,151,12,"""Manhattan""",46
151,151,13,"""Manhattan""",42
151,151,14,"""Manhattan""",43
151,151,15,"""Manhattan""",57
151,151,16,"""Manhattan""",65
151,151,17,"""Manhattan""",43
151,151,18,"""Manhattan""",40
151,151,19,"""Manhattan""",34
151,151,20,"""Manhattan""",16
151,151,21,"""Manhattan""",12
151,152,12,"""Manhattan""",17
151,152,15,"""Manhattan""",13
151,152,16,"""Manhattan""",15
151,152,18,"""Manhattan""",14
151,152,19,"""Manhattan""",12
151,161,7,"""Manhattan""",14
151,161,8,"""Manhattan""",15
151,161,9,"""Manhattan""",16
151,161,10,"""Manhattan""",19
151,161,11,"""Manhattan""",16
151,161,12,"""Manhattan""",11
151,161,13,"""Manhattan""",11
151,161,15,"""Manhattan""",16
151,162,8,"""Manhattan""",16
151,163,7,"""Manhattan""",14
151,163,8,"""Manhattan""",30
